tip_id,user_id,business_id,date,compliment_count
69,a0REzCBCztw5pS0_BOTa6A,h19B8HRvPoFyWMQoc8Iytw,2014-06-07 05:17:08,0
70,r-4zmrheIIo-4rrKP2B_Ow,7RSsRMQCO2l0GpGjlvEFfA,2013-05-23 03:39:27,0
71,kkPgJv6KBFN15caG7NYYlg,KKvBtvPqIDnICXHlCeAcLg,2016-01-08 00:14:35,0
72,jca7BXmZ2pVtvq9yrWzCeg,JJY3NwByusaxoZ8RbW9wqA,2016-12-09 19:16:15,0
73,RBfUKIVVHzhZ0itx_h0xsQ,6VZg-hUWOalEUpW71VxtOw,2017-03-11 16:25:37,0
74,Vwslifegl59fQVOe5BH1gw,fCHvqorlU_XfyQGN-kYHbw,2011-04-08 02:11:41,0
75,EIpPME2cIuNbhfXrtsSApg,v64vBYpFIJxxml7hgkbn3g,2012-11-02 00:37:31,0
76,ud4I38ETpB9IIFokDtxu0A,TrBIfq2XPO854CcnaOULIw,2014-03-29 00:50:24,0
77,lAW03ccfMEuRZiDqvVgc0w,hvXFmINyx_BrE_sT4etj-g,2014-03-14 03:38:39,0
78,3YhG4h4Ok654iVfqdmkuRg,_E1o6y2c9KXfqoX449kG2w,2013-09-06 18:43:44,0
79,3YhG4h4Ok654iVfqdmkuRg,UuWMujQCE_5HGfxL7wdx2A,2013-06-12 00:47:46,0
80,3pQalTKpgnQ_EalVcyCSMQ,w_pbFdkqC9glxLhZx_0hKg,2014-09-28 20:09:35,0
81,G3h8pIclwUbuu3itJqF7ug,exWa73g8bG0p3pI7NlKD8Q,2013-08-15 22:45:01,0
82,NE1LRRPDGTOTU0gwfnYjAg,hBz99Ub-HwccB8H-CSo1Hg,2012-03-21 20:07:59,0
83,o_KK0tgEOiSROXIWIBxXMw,atjljIC2390IAk9d0ab-3Q,2014-09-13 16:47:47,0
84,lAW03ccfMEuRZiDqvVgc0w,QSp67ypZxxrD6X2w-uETJQ,2013-02-17 19:41:46,0
85,lAW03ccfMEuRZiDqvVgc0w,QAZvQiR4c_wAlG9qrGJEQQ,2013-02-02 20:16:44,0
86,mQArzHWp-45FKawUWNQl8g,HCBSkwnMPHuOVKrTuGd6DA,2012-07-21 18:56:38,0
87,uDz0QyzzpuVP_CKIonhS4Q,M5rT9oeH3yM3DGZmUJs2mQ,2011-04-18 18:30:35,0
88,3x-kbXQUhrsWOcp8mUimbw,P9VrCQBcyoDmMV5xtlOBsQ,2016-01-11 19:47:22,0
89,tgrs5VQ6thhouiEtMU-N_w,9D3mvHmxQouaOcizFKg1dg,2012-10-05 04:13:29,0
90,GgvDaphMJy8RMnaggwMQhA,Al2GstQzXGAR6eZAA3VWyA,2017-04-04 06:09:49,0
91,4dSJHygoEcLBI3n24gsjRQ,OlQ8zHiII7uL2JA63aFFtA,2014-06-27 01:48:19,0
92,C9iR3eIJjW8H46jIjS1V3g,-rDN9oCIZmmL6nM_NTDQ8w,2014-07-02 21:16:54,0
93,yk4RXXV2gd87ZD7zj5fO4Q,EruEoNu4v03gBlNVMWNALw,2011-07-27 15:10:39,0
94,EIpPME2cIuNbhfXrtsSApg,gjfl7y0kNye_bvKZfJSzRg,2018-04-01 21:14:27,0
95,kkPgJv6KBFN15caG7NYYlg,DE2jYqN2ST6Zfix2fSW1sA,2015-06-04 02:46:21,0
96,mdOX-9te4ZFFnuDOEKbyZw,-4qgeqxb2hKe3dUUH__j8Q,2016-05-30 20:33:49,0
97,TIeXcKbDeGBy-UsgSjRJQg,uib1LVQIQFu33OHvRGEsIw,2013-02-11 16:58:25,0
98,9n7RwTPN_yjSBypKt5Ipww,g9efAF87UAgqbzKwQlOzxw,2015-06-12 01:52:08,0
99,EoaSBAHVwz3-dj_oN6RDhQ,qKt9X3OIG4vBnjQ9YokQhg,2015-12-31 02:35:22,0
100,xGS_mlHcCUipSKXrHk6CGw,B3JF06ctShiYJeg1FyJ5jA,2011-08-08 03:46:37,0
101,3YhG4h4Ok654iVfqdmkuRg,mJzawmNtX8o7oSzANNEAIg,2017-03-30 18:41:35,0
102,lAW03ccfMEuRZiDqvVgc0w,l7BqVlZJoVM--KKj_1gx0Q,2014-03-03 19:58:46,0
103,TIQfgCNYEkcAQXeUthDoJQ,SSlsbTsbvT3gFviBkFDlnA,2013-02-10 01:52:17,0
104,FLeyjgc05C2V6QI9nVQ48Q,g9efAF87UAgqbzKwQlOzxw,2012-07-26 19:01:15,0
105,DX9kodv_UQ8As3XwqtThQg,tSKcrTB3F0ZZv-eSR0d34Q,2011-08-19 00:59:03,0
106,lAW03ccfMEuRZiDqvVgc0w,KmjgyjPpvo5bzKShKgzE4Q,2011-10-28 18:26:54,0
107,O2bDLdyNdbBwPabAbblwZA,pSiIe3oRQ654S7_M9odx8A,2012-10-06 03:08:23,0
108,D3K42OQlFSNdbaqgv7sTEw,pq7ojvhTFGaynpLZFyX4Bg,2014-07-04 01:14:29,0
109,Pn84Dl915kwIFIyfty5_cA,s6Q05wZpitOCDU6aIKVx-Q,2011-12-31 01:54:40,0
110,R8vKAi5Ecj7ID7_JaVwkgA,b-4xNydyGmdv2bGFOHTgdw,2015-09-10 17:41:11,0
111,ND_csFse_gjH_BMBguZvnQ,f5gHINpWW8UnOxLE5Z2F9Q,2016-07-28 17:14:17,0
112,o_KK0tgEOiSROXIWIBxXMw,qZq015UCoU_1W8vhOaWxdQ,2013-05-26 06:01:01,0
113,weB8wGdi1A1SXh8CMCXDTw,QUk44voqlOHdGMX852F2Rg,2017-03-12 17:12:25,0
114,r-4zmrheIIo-4rrKP2B_Ow,E3hhxesw9MSXKfLBuAIfLw,2014-03-31 20:12:21,0
115,oUK6Xs5dPPnP4whFeZExGg,zvVJFBnDYOz_hsm5DLQJMA,2013-05-22 16:05:04,0
116,hqAr5h90By9XhU0JJaGqcQ,LbkPkUgVMThZMAW1heSTrA,2012-10-12 21:35:17,0
117,tQZNYy4CAgpvOHQ2SKynDg,Rz0w7gqria2kjLL6G8Ea0g,2017-10-05 05:07:45,0
118,CnzkseV3WTE5W8o5Pa7fJA,otGcwLlVcsYK73ULzrLXEA,2017-03-17 05:45:11,0
119,Fb1qYZ_l_fDXEh9IpylyWw,ucw7AmFEqH_0U-zRuP3vag,2017-10-17 01:32:17,0
120,4HpQ4FCGKmiCARxBdwXFag,-3GD07waps96fB_okEwFqw,2012-03-11 00:32:52,0
121,NIGjBbBDVxslB7mW41LEBg,aYKSck8iLYhHwuN6gip84Q,2015-12-19 20:28:51,0
122,qQxRRzTT0U75A3mTVRh8xw,4G9WWWYD_jsklt8WGd_j6g,2014-03-16 20:54:05,0
123,TIeXcKbDeGBy-UsgSjRJQg,2DLx8H_UfBNpRXi3YEukhQ,2013-02-08 21:02:57,0
124,oUK6Xs5dPPnP4whFeZExGg,gV89NXiZ3C0RNz1STGoWNQ,2012-05-20 19:59:53,0
125,LaNkSxqD1jbuTFKF_dBqOg,pyeqag0TgH6qPHQngT6dRw,2015-01-15 23:57:46,0
126,xTlqpuuqtO0FWs12gd1v6A,5nUFmpRZQQ6kSQ3Qe2TDGA,2014-10-01 02:36:46,0
127,sTP0_RvfdtpXhnJmljd41w,MmNMBI1pQp_gepPIdrPS_A,2011-04-19 01:21:57,0
128,TFUwyCWSqqEmoaL2qXUvmA,Nolwnmtnt5QeDGlS0bsCGQ,2012-03-11 02:40:41,0
129,M9tvS1fBTj6FRmLZKiFEAw,bKGTgEHK-kgkvQ_jL5yV-A,2018-03-30 17:15:35,0
130,hqAr5h90By9XhU0JJaGqcQ,a5VRcHx0k9TYbHqC1QtjWQ,2012-10-26 22:55:44,0
131,yk4RXXV2gd87ZD7zj5fO4Q,z6SVTb9eFIcWVpKXIfFEvQ,2013-06-21 00:52:14,0
132,lAW03ccfMEuRZiDqvVgc0w,G3YP-rOrzN5XhLeB3aH_Jw,2014-09-17 16:48:26,0
133,9bnuwl2e8KDjSLsdIzk45w,g3dj7_-5uYYx--DjkSnzUw,2015-06-29 01:06:46,0
134,2feiZFzICp_mLONEpzY0pA,iR0iaMEowNnH61UFZwwipQ,2016-12-09 00:37:54,0
135,iR-m5rhCptOBgM7PtF9e2A,Lh3bCDJiO596SXir6e2T0A,2012-03-17 19:53:28,0
136,3YhG4h4Ok654iVfqdmkuRg,atyWcLm7m5Zvu30xi0wr6w,2018-03-30 21:56:03,0
137,Kh34OUwUgLGSRguPV_MPdw,s6Q05wZpitOCDU6aIKVx-Q,2011-10-10 22:41:32,0
138,WPVaxI9MQpaeoikOozY2Dg,hlzGRyZzzZNGb0uFfWi6GA,2012-01-19 01:59:47,0
139,FrXJchrwolMmp_LjZxpFhg,fdfbWBkI_4HCpbA_6QSk2A,2013-12-08 02:30:25,0
140,rBeKFxV0PJ-wXMjaEa8G5A,QYTez_e0z10goXaCOn3ZNg,2013-12-30 18:00:57,0
141,3w-w38cbycI09ewVVfxy5Q,2Y7h1oxMRfVVGvc02aTn5g,2013-02-03 20:40:05,0
142,o_KK0tgEOiSROXIWIBxXMw,sPxAZRMzMsvwO2e8impPBA,2013-08-22 23:14:14,0
143,TIQfgCNYEkcAQXeUthDoJQ,SSlsbTsbvT3gFviBkFDlnA,2013-02-15 00:39:46,0
144,WQhgAg8ovchnA1FZCpbyWA,ISBBeqLeERHiKfqa7PZkuA,2011-01-08 19:39:18,0
145,TCQUuWYCNoDBEGHUvT1WCw,VQrIWSMlNj7cMpJUEr7mOg,2013-02-24 02:56:41,0
146,EiQ2OMewi-ZVmAZqICUd6g,k7hhvlnvF_IlNkpRAbfpog,2011-10-31 19:08:48,0
147,RpcZcb_tSImElasgiYnfyQ,quFOu811RnZGuoZnf-5U9A,2015-09-25 00:07:02,0
148,3x-kbXQUhrsWOcp8mUimbw,zfivKUpA9MPwVVrqRrrDIQ,2016-02-18 00:49:03,0
149,b_1LJQVNVO0ksCeWsEzRsg,bU0GQYpZWKM4xz7D8Rz6hA,2015-09-29 19:16:39,0
150,LqOAgmXiJoPV4HEsKjfDRQ,sTyqsS_mFlzEkWkOWrvCJQ,2012-01-06 15:05:53,0
151,EIpPME2cIuNbhfXrtsSApg,5wwiuwQQQ5PXek5JwkBg8A,2015-09-08 01:39:53,0
152,roGoHGWTkYrerml4wr6Wmg,TPTNJQ68aEP55J17UI-wKQ,2014-06-26 22:14:35,0
153,bo4WKYqBoT0Cc23epTo8pA,Jtn0Z2F93dOJdeheDa6G_g,2014-06-08 07:21:24,0
154,hRWYO7jcmFDCWDrfPyG0kA,QYDR8X2unoOz9DLg32REDg,2013-05-20 02:54:50,0
155,wVE0ZKUNn4vsoIyMVhUtLg,N-ej51lLtIl4TMC-Qb3k4A,2012-05-28 23:08:38,0
156,xGS_mlHcCUipSKXrHk6CGw,E3hhxesw9MSXKfLBuAIfLw,2015-05-31 20:07:34,0
157,FrXJchrwolMmp_LjZxpFhg,QSp67ypZxxrD6X2w-uETJQ,2012-08-13 23:43:29,0
158,AvXs8_0tuoKbuB4_9ePIZg,pmvt9n9bJMZg4_RobTAWVA,2016-12-09 01:11:48,0
159,DX9kodv_UQ8As3XwqtThQg,tSKcrTB3F0ZZv-eSR0d34Q,2011-07-27 01:14:11,0
160,FPuVf-8y2mKC6w4fL8nxqA,zaC6coZ5Gp8mLjeg7Slh6A,2017-07-17 20:23:59,0
161,UqVnFtX7ORbDhMW6Pd77Jw,JhqDo7yv_a8pBdeVzKbDMA,2010-12-07 18:39:20,0
162,3YhG4h4Ok654iVfqdmkuRg,Vg_6rTzC8M0dJNTKIcCspA,2016-08-03 19:27:13,0
163,TCQUuWYCNoDBEGHUvT1WCw,Pkvs0bMBlJJ0nMjX2iKFGw,2013-09-05 23:52:48,0
164,bu93Lzst7sNG-88X1KLioA,aiGR53whbF3kwZjU-CdNpg,2012-01-21 23:30:47,0
165,2feiZFzICp_mLONEpzY0pA,9FPS7dJEkuh5eYdrpiGiSA,2014-06-05 02:14:12,0
166,ZRF29SuiPfhyyISeEeK9EQ,cIBRdoAnPHwEzwxlnq495Q,2016-01-03 18:16:44,0
167,b_1LJQVNVO0ksCeWsEzRsg,7NH9d6yyGwoMUiueaOZstg,2016-02-14 16:08:15,0
168,lAW03ccfMEuRZiDqvVgc0w,Jtkg1nBqRwB4rRx96TsuBw,2018-01-30 15:19:23,0
169,N5fd36xJuEEHAHLHFirVCg,GYgJtmk1v06FJesYYjrDww,2015-09-20 21:30:35,0
170,_9Nr_RrFuqmQ7n7vfkXRfw,1FB6qlf7ZuUD22Vyqo_4RQ,2012-05-31 19:27:02,0
171,mdOX-9te4ZFFnuDOEKbyZw,uf0086OkFP4e6WXh0MImcw,2017-04-08 23:02:48,0
172,zoA4G79atCGUpACqklty-Q,fnCQxWYBAjxrxhkPX2MVzA,2017-12-05 00:22:22,0
173,lAW03ccfMEuRZiDqvVgc0w,461R6M84Trx0dQeqZ227jw,2016-12-03 23:14:34,0
174,W7iLDP6GY4joKZ1zSCOEfA,Ab8en8P1WWS8RJ_WOURuIQ,2012-07-25 11:49:55,0
175,EZYxgOLy08JIxT6axW_jfA,-bi-PRIZg0ercEOnUcuiHw,2014-06-12 18:33:42,0
176,YgavGxfAdjhkkbwlAY_9ZQ,B3JF06ctShiYJeg1FyJ5jA,2012-08-03 22:09:06,0
177,RBfUKIVVHzhZ0itx_h0xsQ,lJ7eghiuciw-qGmfydY7tQ,2014-06-22 06:50:04,0
178,2feiZFzICp_mLONEpzY0pA,qQ5uuXrKu-Japb9rT2sx0Q,2015-03-19 19:10:54,0
179,TIQfgCNYEkcAQXeUthDoJQ,rFh2hXY9k3N60Ye2Muti7w,2013-02-24 01:37:29,0
180,3YhG4h4Ok654iVfqdmkuRg,VlbhF2v7WmmuVaycSe--RA,2013-09-08 20:31:27,0
181,qTFIkN5t9mRdADyiCJivnw,PQWm36WjJFS0u-KgoHZVcQ,2015-02-24 00:02:35,0
182,mdOX-9te4ZFFnuDOEKbyZw,ZcYFylbiFArKxpOQWxkIBQ,2016-01-24 07:18:01,0
183,kd7R1mX2soYNrIbK7h5SVA,pTfvyTYekF9o23WYj1Sn1g,2013-02-04 03:31:20,0
184,roGoHGWTkYrerml4wr6Wmg,kY3MVyUzC0x2wN_cwpi9Og,2014-09-11 01:51:56,0
185,wfi0T-xq_P5sKQvwQitlYg,2s2S8dP6pEJccaQXBhWUnw,2018-04-22 00:53:07,0
186,UBJyvq29CsaAqYI8vloS-g,wSqnl6HN0tyeKEOYibwTLQ,2014-06-05 22:36:43,0
187,U1uCGHer_Q2mEn_L0Tk6eA,oFHBqDewJFn6DwlYgf_03g,2014-04-05 19:16:27,0
188,sVr6_v-lwixu3VREOO9XpA,y6dPO-60ul9RF6YQM_mH5Q,2011-04-14 13:14:26,0
189,iR-m5rhCptOBgM7PtF9e2A,2fTfpN5SggLgW4LlzptMPg,2013-05-25 04:44:43,0
190,roGoHGWTkYrerml4wr6Wmg,tYE0zj5xKRubmV1H_nRo_w,2014-06-07 02:17:54,0
191,lAW03ccfMEuRZiDqvVgc0w,9mVVUl8KaA2YHB7dIvIM6A,2016-01-30 18:19:30,0
192,KyDNjtPbdRA-JEcxM1G--g,sObr37op3k51WFriY2zbkA,2012-10-13 00:59:46,0
193,VWm4wgG0-Ca0ANLI_Eb6JA,pPFv6CTFK5i8FNj8f3_pVg,2016-04-29 17:15:47,0
194,lAW03ccfMEuRZiDqvVgc0w,-MwKwvY0gG3GyR5ymxsLNQ,2013-08-17 18:44:10,0
195,flq0r2DzqWJ-nXHO3a596Q,B3JF06ctShiYJeg1FyJ5jA,2018-04-08 15:11:44,0
196,nK_veNgiZVhHLOndzvF38g,gqHfexCvjb6VNOawvdJ-WQ,2013-02-03 03:36:19,0
197,b_1LJQVNVO0ksCeWsEzRsg,anQuEU1C62Y9O-e7jR27aQ,2015-09-30 23:02:56,0
198,aYxrwlLyfYDK4DsJXTSPIw,DGTLnq84XruUQNSZ6n0uYA,2015-10-01 02:55:55,0
199,GrIk_sYENxZP0GtITqanZg,1hZCHWFUixqG77pEqpubYQ,2016-07-30 19:59:29,0
200,lAW03ccfMEuRZiDqvVgc0w,J9Bs6pzyxrBxb9DJTMvHTw,2015-10-03 22:54:59,0
201,r-4zmrheIIo-4rrKP2B_Ow,7gfuvFznz4_vFDH06CqvBA,2013-12-23 21:26:29,0
202,ud4I38ETpB9IIFokDtxu0A,guL3EuVNI18uVYGuK7AFtA,2012-01-03 03:23:07,0
203,EcdjtQ3sfpKSp-j4LM3aPw,sppblBJf0Qrk5M-fktwefQ,2016-01-12 21:53:55,1
204,zuOFjbC9LRwJUK3q-klaig,MQke0whcwgjP25g1yfv3cg,2018-03-27 05:13:04,0
205,kRlC4Got8Uo9RHdEcWVMuA,XHE6GqHRHrCbFLynYCfU4A,2016-05-14 23:10:24,0
206,VuAFIOqq49PeQ2eJKDj0Ew,EFrKfQ9bZHRIDuENJxFoLQ,2014-04-03 18:22:26,0
207,-Oer2os7LrtAagVuWSN1AQ,nzg7zFHesRYmRrRwmX_GyA,2013-09-22 02:29:34,0
208,Vwslifegl59fQVOe5BH1gw,jEvoDXtF3xMJsiPPbqGSmw,2012-01-05 20:46:22,0
209,QHor74ePSx5jZlyNqb_mow,-XqH9MW831JOtqsJsrHEdw,2010-06-16 21:55:52,0
210,nxC58RDdJMS_WaOpGkBzTg,15hcLfY9J-4rdTlIkdK0fg,2014-08-27 02:05:20,0
211,_9Nr_RrFuqmQ7n7vfkXRfw,MOORmXG2M6IN39njmjvbcg,2012-10-02 18:21:54,0
212,x8kKSYuDhr0we7Vd7v44SA,m-2d0ATXiY3EqNcWAsHKPg,2011-04-10 01:45:47,0
213,lqfUvsBTxSbdRIiAnzUIbw,qxDVtIq0EtvOtVKDwbYOiQ,2016-12-05 16:11:29,0
214,Rox_BrwTY9SKVWfcuTmbtQ,V22y_V-PPamHrlW9JdqDeQ,2016-11-17 05:44:07,0
215,TIQfgCNYEkcAQXeUthDoJQ,NEAGNjgBXlSBAYbCoSEVOw,2014-06-07 20:07:39,0
216,_9Nr_RrFuqmQ7n7vfkXRfw,fnCQxWYBAjxrxhkPX2MVzA,2012-01-26 01:20:56,0
217,YgE2YZ-PZTrBYyzZ8sAQSg,U7cScJmo1PNhmPy3QyKaZA,2012-07-25 21:14:01,0
218,yk4RXXV2gd87ZD7zj5fO4Q,X8uLn9B7C5b3SofJM12s6w,2011-08-07 19:09:48,0
219,FPuVf-8y2mKC6w4fL8nxqA,oLNZKMJOpRGWb3Z1zuCr-w,2017-11-23 01:19:05,0
220,DZX8gYuOpgoUXAQFuKKgSA,yHg5PkXbrY9lHnFSBe-haA,2012-10-29 05:50:50,0
221,2MBf3TnpIg2HOxIjU-BGDQ,xckV3QMDRN8feYVzjrNKZA,2015-10-05 17:49:02,0
222,lAW03ccfMEuRZiDqvVgc0w,Jx57H8us3w9UNtNyS_D28Q,2014-09-17 16:54:40,0
223,lAW03ccfMEuRZiDqvVgc0w,BooG5Hd_BTxlAu1JWbXdOg,2016-12-03 18:47:23,0
224,kd7R1mX2soYNrIbK7h5SVA,8SrjnmeL1AiptpEq8DfFFg,2015-05-21 19:12:21,0
225,hQgWwIjEbn47nN2BIr_LyA,TbzemmCvd6vB7nbMEa1QlQ,2015-09-07 21:01:00,0
226,kWrmTf5LSTy2v83aM_xy1g,PezAzNrbeJjY-7Ph8Cq7Mg,2017-03-17 03:58:48,0
