user_id,friend
iLQYgZecQ0r5mVK8K_BsKA,5UBFJjdrgPmq2AD4ologJg
jLB1F1ebZj_ZQmhslBwpVQ,_0euf-z6-Rb7PwUTdC50Dg
gAdfSRAcKmoG5mXWNXjZpA,umtgodwJQ4e7MUxtZ4MEJw
_kvIhgVYgGUIgAzJ5M5C8A,Vwslifegl59fQVOe5BH1gw
FT37rWsS2uPPJEk1o6Wuhg,VEu6AajHDFSX8kRJR8SG6w
RR30BOs-k0Zm58r4HMym8A,G3h8pIclwUbuu3itJqF7ug
CqNWjz6hH7-OAQ2fDXdjnA,Vwslifegl59fQVOe5BH1gw
oXBIkg2fktRjwDJsKCA-qQ,Vwslifegl59fQVOe5BH1gw
uL-uvfoNlS197TlnKFYXDA,wVI2jqwz5fBQQ6YgRUG-CQ
LzqfqBUNluQmlyO2pUb7mA,UPkYERQ8rAoGtXRr9zrfbQ
rYgOoyCS9oaJ0hOTeVNvEA,Vwslifegl59fQVOe5BH1gw
RXRrVMzPVrCdRS3M34IHuw,G3h8pIclwUbuu3itJqF7ug
bIhMVCmwHHyA08qdK-o3GQ,Vwslifegl59fQVOe5BH1gw
4_f0QQu4DoMj9HCdOOKnjw,hBgbpWZJHS-y28xfgshBjQ
TIQfgCNYEkcAQXeUthDoJQ,umtgodwJQ4e7MUxtZ4MEJw
NeWjopxO0TGm3N7fcQCiow,O9NWKYmL0wGDL9Cpi6KfYQ
EIpPME2cIuNbhfXrtsSApg,sVr6_v-lwixu3VREOO9XpA
2N1v8yZZbZHCfQmRwFSgGQ,UqVnFtX7ORbDhMW6Pd77Jw
EZYxgOLy08JIxT6axW_jfA,wGVW2Lhli0oUlVKbeVCVjg
fnPw7tI9BU81vIjpDp5C_Q,qKMR1BfX9C1a759nDZQdOw
ZTjWJNDZ3q2kTr_IFvGuvQ,yv_ylqoTyETqwg6CDB_M2w
dRSRL-7YufIQa8hOxLYOLg,Vwslifegl59fQVOe5BH1gw
j6P956u9Q0TaIj-W9v_1UA,Vwslifegl59fQVOe5BH1gw
xCy4K7QZjlMqSDoDZxCY7w,G3h8pIclwUbuu3itJqF7ug
wlfkFxpSZY2ePhGJZPUCQw,Vwslifegl59fQVOe5BH1gw
eoiL_d6CH84T2rnYAM0_uA,OqsPU_zKMG2VAfMLm-BO5w
phn8UZwXR2qIbT7b0eURcA,LVl_UIFxAKYc0nlo_rQrpQ
TSqALu1mEJAKK8LvXAug6Q,Vwslifegl59fQVOe5BH1gw
_RXc_X1IfqQgRAHv37g-pg,8Ldrd41aJRcPrwIJzuAojg
I8OS9Vou3FIGqMILP-U29Q,G3h8pIclwUbuu3itJqF7ug
r-4zmrheIIo-4rrKP2B_Ow,TIQfgCNYEkcAQXeUthDoJQ
WPPYXM4E0JIOQkXChniUXA,G3h8pIclwUbuu3itJqF7ug
OXDIm9gqgtedByYC_D7Vig,S10Q9h_W-MKyog8IdcCNCQ
eMHDd029OvjzUhtFPxr5iw,wGVW2Lhli0oUlVKbeVCVjg
EBPlkTV090RLRjfVkRj_jA,ud4I38ETpB9IIFokDtxu0A
vhBJpop-h0FfMHo6tgrylg,zxuxd6Hz2tKcpgZ71dYEcw
31LWy6H2QdnzYn8zMhJDaQ,G3h8pIclwUbuu3itJqF7ug
xmopL52u3pO6HPXyEmrBQA,zolX3jmCD8ktHOxje9xEzg
mG6AfnZKhVS-v0NND8m4cw,s6sxWKYl1aJ8kNE9ANkvgA
Z2x-sMYhTKmYEU5yuv75pA,EBPlkTV090RLRjfVkRj_jA
UvJugVw9PIABzdnK-bR1GQ,z7THtOjTBf2hFgUU46MGlw
s6sxWKYl1aJ8kNE9ANkvgA,3bbG5rFid6J2n3LM_Jihbg
rhJp607394ML3wbFIJyDuQ,63YTOyavWX-ADX6eSUDmyg
bo4WKYqBoT0Cc23epTo8pA,Gp1CtmwvE_P_oYq6zYImFg
_34hHM4F_QuDUXYOAtqAaw,tq9Zl18Ml5gwyMRj7ojpGw
W9MCcOCulBnLyK5zlLVuNg,G3h8pIclwUbuu3itJqF7ug
MYZj5IqNJ1CjHyWIJe0tyg,4--9rlj0U5MSPWZhpel55A
0vFKlsO8trzeCG4NfMwdVg,6GPeFcLV-bXqKFHFnuTPrg
zb_UzdrYshLIY-x1JwZPgQ,NG1aeHqh9rIEii6U_FbLrw
l6Rwq-6UFtR1zu2oWctaUQ,U8JLRO3KFKgdik-7xwZJhQ
5WQORTjYCWtpb8MIQMce-g,VjA1teP4BA2y9ZNzfihr0w
4hSIARFbUHUIBOSIYn9Ueg,tHpJKIcy1IKsF3rNEUcsuA
hQgWwIjEbn47nN2BIr_LyA,26Jc2vMTOKXGOwTy729a3g
eAG5ERLTYsTH_7cSD0fuQA,YY9xCjUhnluK8HDAvil3Ng
La-qeYcAry7gasWoccuwQg,pqSPPbs2ChdwUDrcFXIYnw
cC4lLbUdC09rsONYuk2-NA,lGWIztnjS7ymRQTf8JyVBg
VjA1teP4BA2y9ZNzfihr0w,OkzA1WKJHxdS0Rdh_UJpXA
cOuBxqoO8pi3q4WHtMf3KQ,hQgWwIjEbn47nN2BIr_LyA
gj3fomoDmUTuKLOJyPSJDg,hLlsWrlggWuhPir4BbLGHg
VuAFIOqq49PeQ2eJKDj0Ew,NTgIbE6Hj6t647QDaCsJ6A
3YhG4h4Ok654iVfqdmkuRg,roGoHGWTkYrerml4wr6Wmg
bxn9DKhEMqCq3RKKCqKNVQ,vDV8Kfnu08ULfC-3jLvwlg
GL9vbvSBR_CymWZ9EvY3Lg,fehm1sa0Vwbnp-ejzAObGQ
dS9Rg0hRWScdHEl2mlRIjA,Vwslifegl59fQVOe5BH1gw
3LOqntH1PrLZ9mf-tiFGvw,G3h8pIclwUbuu3itJqF7ug
Z-Cck4jUKmiQC1gPzADHgA,roGoHGWTkYrerml4wr6Wmg
iEhpkdXhqA6ozUBwKYPPPA,-RX0frPIoQ-x1TTwOOnmpw
Qt-r7W4ZXDxJNQYyNnv__w,G3h8pIclwUbuu3itJqF7ug
1Dd8q4QMhR5drkr3mywXqw,MfRZLLjL6gwiG2USIjIJtg
ILtZ5osZQYrvqqpk0liQWQ,Ug-LDocy4K5BXSWCeSiUwA
BERaVyLONpPD-J5S-Wz2wg,7jl1IM-c7R8w-xo-JcAOTw
5lZsGcBap63dd9SG7FYusQ,2Pb7vT5euUi0CwE5-RnmGA
kY5VQ69JI_caEyMPndlVrQ,WQhgAg8ovchnA1FZCpbyWA
PIq03-MblUaYm9uDa0Ruyw,UuPH6qu0KRTbJ5M1pWeiiQ
nANu2LjE41afmGmgkLwM3A,X41DpSolOsayZaHj9jdWKw
NTgIbE6Hj6t647QDaCsJ6A,G3h8pIclwUbuu3itJqF7ug
HpDFWnX-56Dpgmsw4ddohA,vPx8j1ZGO5xzH7WCdRbr6g
NIGjBbBDVxslB7mW41LEBg,Y-1zJmfEqBVQnSbBpiCD7A
-B12zSZcf--Pc5Vy8Nn_Kw,a5ZoKghLYzfECw3TfG7A4g
Cr3OWWT_H3KvD8eZeCqBNA,X5VL_N2qt1NDxYpcB_EmBg
R_ge--Kz3jRuJ_dQmyTgHg,5l4cUy_IOQ9xMhCk9QhilA
YonQ5c_gcHYOOfeAImItLg,CWbiXp-bXCIpaCCL6bkOjQ
uZZbvqKsB6fbAJFv4l7I_g,FR58HjJwny_YnKP__6hO5Q
--_H9j6ggxvqhh9nPofZwg,yg-F693BEPN7V3UvdrjRZQ
5BC31_MojYpWZCfcHfXZmw,vq4geAI3cbg4Pswnsjj_NA
SIem6QPvjU9Olzif-aOYzQ,lAW03ccfMEuRZiDqvVgc0w
whs2bL6uOx35epjNN2Bd3A,y8Dek7BFVeD3gpdM8s2V8A
y5LihypLSgJB3yaUBkZZdA,bZpQxNOkvYr4K7iVWdF74g
zPByj_3y6TBok5BpCyYrTw,lAW03ccfMEuRZiDqvVgc0w
eSXnEIxNm39eFgvG6TtRRg,nkba14QoevFKFFGk4BZCuw
y8Dek7BFVeD3gpdM8s2V8A,y9Z1goRUMW8H9GqBhXp15Q
6AaCuTLKjQqAl7Q0Min67A,le20i0BXS9XAxqF7sl4-Mw
ib9zvANuZXnHQ1GuWUmKuA,G3h8pIclwUbuu3itJqF7ug
2MBf3TnpIg2HOxIjU-BGDQ,t0rFBojfJ3VHp3cJ5jiyPA
q8dfFe2cfyC93FLIGZ_yZw,G3h8pIclwUbuu3itJqF7ug
VHvmnMAnKvqZIxH63BaF5w,SIem6QPvjU9Olzif-aOYzQ
ZatiTUEcujWxDTXqIIyBKQ,Vwslifegl59fQVOe5BH1gw
rBeKFxV0PJ-wXMjaEa8G5A,eMHDd029OvjzUhtFPxr5iw
nY-L_xhOVzAZbnhrrrcAUg,yw-LwbvC_gcQlZA_EOznXw
waOksCCfPly5eRGq69xHQQ,lAW03ccfMEuRZiDqvVgc0w
NubKiAJUymiC9ipllSqUPg,Zw84xcOGThm32_rG_lKiQg
2IgkXmeJflZrKYZfgPylgg,LaNkSxqD1jbuTFKF_dBqOg
K6qsfIqm7RdI2FyUBa04VA,G3h8pIclwUbuu3itJqF7ug
uLT7fsOH0-KdUDGBw6j-fw,3k7GJ9_zqE14Z3IZ9M4iSA
TnCK7XwqmSmeDh3jzTyp-w,pgl0KKH-EBLmdAKoPd8_fw
1lHhlyMvYZelX0Ix4eGPzQ,9mk0Bup24NtjX-yWF9y1OQ
cldHMRBeipVNGE1ug68x3Q,UOANzOTkLlb4qD2qZCsTWA
JGFD2fYfiTVtUeMXlWPDKg,NypZ-bjIUVKJkuCH7XeSKg
0arkRqfIBMLGhOlK--GDjA,lAW03ccfMEuRZiDqvVgc0w
CkRHn8Y81hKU88wgbjVKOQ,xREwBA_pNOTfoQ3jLfnp3w
3EYnTNpGm-L1Zc2-bvdejA,G3h8pIclwUbuu3itJqF7ug
bu93Lzst7sNG-88X1KLioA,G3h8pIclwUbuu3itJqF7ug
jO_c0GSN4mwFr5N_L-EuTQ,lAW03ccfMEuRZiDqvVgc0w
mB_Bs1w-TAvSTBczSgx4XQ,lAW03ccfMEuRZiDqvVgc0w
ChhiVXQulj8zmFDr6x-FqQ,s6sxWKYl1aJ8kNE9ANkvgA
tqzKdEX-xss1QBmxe3TbVA,7ghEcR29N1Ferqjexnu-oA
-umZhn7LwyBXvRuURiD6GA,G3h8pIclwUbuu3itJqF7ug
7OUAzKZj6LUrQ3G7g7yUSw,7QeQxjJ1lY6HKqWNqD9L8w
wf6JJJCNRwkJCjKLZ-s-aw,3bbG5rFid6J2n3LM_Jihbg
O6TTxvQEOxrSzw5p4UbHmQ,7boTv5fBMU7OCmpENEGG7w
